date,chart_date,rank,rank_variation,is_new,track_name,artist_name_local,line_artist_id,line_track_id,score,listened_count,like_count,artist_image_url,album_image_url,agency,sub_agency,artist_name_master,match_status,source_entry_url
2026-09-14,2026-09-14,1,0,0,It's Me,ILLIT,mi00000000220540fc,mt0000000025849208,3911083.0,7962592,65132,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj1haTI0bGJtNmYybnAmcz1qcDYmdD1tJnU9MWxhdW1hMTFnM2NnMCZpPTA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNTkxb2hncmQ0MzFkcSZzPWpwNiZ0PW0mdT0xa2tnYW02NjA1MDAwJmk9MA/m470x470,HYBE,BELIFT LAB,ILLIT,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,2,0,0,セツナハナビ (Setsuna Hanabi),TOMORROW X TOGETHER,mi00000000104d78a7,mt0000000026da6039,2181105.0,4628166,8362,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMXQxaDdoc2R1dHIwMyZzPWpwNiZ0PW0mdT0xZ3ZoOXMxNzAzNGcwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMWh2bG12cGFtZjZtNSZzPWpwNiZ0PW0mdT0xbG5hZGEzNHMzNzAwJmk9MA/m470x470,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,3,0,0,BAD,ATEEZ,mi000000001e043448,mt0000000026070583,1657985.0,1655970,16230,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNWtiMmVqamt2cHJrdiZzPWpwNiZ0PW0mdT0xbDZtZ2p2YXM0azAwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zMmx2N3RtZnExcm92JnM9anA2JnQ9bSZ1PTFsNm80a2c5czRyZzAmaT0w/m470x470,OTHER,KQ Entertainment,ATEEZ,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,4,0,0,Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",mi000000002742e075,mt0000000022c8e685,1514893.0,13582502,91389,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xNjJ1bTllaTVscHMxJnM9anA2JnQ9bSZ1PTFoZmh1azNyazQxMDAmaT0w/m470x470,,,,,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,5,0,0,Almond Chocolate,ILLIT,mi00000000220540fc,mt00000000213c4c04,1270625.0,15031773,91521,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj1haTI0bGJtNmYybnAmcz1qcDYmdD1tJnU9MWxhdW1hMTFnM2NnMCZpPTA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tcGFkb3E3cDU5b2RpJnM9anA2JnQ9bSZ1PTFnMXBldTB0YzNwMDAmaT0w/m470x470,HYBE,BELIFT LAB,ILLIT,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,6,0,0,Made My Night,LE SSERAFIM,mi0000000019287cae,mt00000000275f4c6e,310792.42,88234,1882,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zZGQyNWdxdDJkNnBuJnM9anA2JnQ9bSZ1PTFsc3Z0ZGY0MDQ2ZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj03aGlwbTZoaDJmNm9mJnM9anA2JnQ9bSZ1PTFsdmgxcjk4ODRtZzAmaT0w/m470x470,HYBE,SOURCE MUSIC,LE SSERAFIM,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,7,0,0,Bloody Paradise,ENHYPEN,mi000000001430aa2e,mt00000000272754c1,1194840.67866,1033653,4098,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMTh0MXJhdWsxa2pyaiZzPWpwNiZ0PW0mdT0xZTB0N3A3N2czYWcwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMmhybXRrZGNtamtsYiZzPWpwNiZ0PW0mdT0xbG9vb2luYXM0ZjAwJmk9MA/m470x470,HYBE,BELIFT LAB,ENHYPEN,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,8,0,0,Magnetic,ILLIT,mi00000000220540fc,mt000000001e7d77b9,979377.0,30920873,161032,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj1haTI0bGJtNmYybnAmcz1qcDYmdD1tJnU9MWxhdW1hMTFnM2NnMCZpPTA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c4d6eb54a1699t1337e18a/m470x470,HYBE,BELIFT LAB,ILLIT,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,9,2,0,KISS N TELL,aespa,mi000000001f9c7e6b,mt0000000026a31b68,1144017.0,1427943,9934,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMzd1OGF1ODFkbTVudiZzPWpwNiZ0PW0mdT0xbGVrMTdoZms1ODAwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMzd1OGF1ODFkbTVudiZzPWpwNiZ0PW0mdT0xbGVrMTdoZms1ODAwJmk9MA/m470x470,SM,SM Entertainment,aespa,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
2026-09-14,2026-09-14,10,2,0,LEMONADE,aespa,mi000000001d2ef052,mt0000000025dd89b9,890987.0,2522060,14738,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMXByZjVmb2I0cm0zcyZzPWpwNiZ0PW0mdT0xa3RhdWk4Zjg0MzAwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xODM1MXJwbmUwcTNnJnM9anA2JnQ9bSZ1PTFrc25mNzg5NDNqZzAmaT0w/m470x470,SM,SM Entertainment,aespa,confirmed,https://music.line.me/webapp/ranking-genre/mg0000000000000033
